name,code,symbolCode,tradePrice,change,changePrice,changeRate,accTradeVolume,accTradePrice,marketCap,foreignRatio
현대건설우,KR7000721001,A000725,211500.0,FALL,2500.0,-0.011682243,336,70385500,20908044000.0,6.060
진흥기업우B,KR7002781003,A002785,7100.0,FALL,130.0,-0.0179806362,627,4478770,6086247800.0,0.110
진흥기업2우B,KR7002782001,A002787,15900.0,FALL,450.0,-0.0275229358,355,5669800,4687447200.0,1.010
코오롱글로벌우,KR7003071008,A003075,38000.0,FALL,1750.0,-0.0440251572,2436,93044250,11886514000.0,0.870
한국금융지주우,KR7071051007,A071055,79800.0,FALL,700.0,-0.0086956522,16968,1349571600,467488429800.0,16.320
CJ우,KR7001041003,A001045,64300.0,FALL,600.0,-0.0092449923,1780,114540700,145332338900.0,13.850
DL우,KR7000211003,A000215,46500.0,FALL,450.0,-0.0095846645,1181,54661800,78404347500.0,7.730
LX홀딩스1우,KR738380K012,A38380K,17800.0,FALL,200.0,-0.0111111111,3847,68342250,26082073000.0,7.740
CJ4우(전환),KR700104K010,A00104K,86500.0,FALL,1000.0,-0.0114285714,1399,120884400,365593288000.0,8.090
대덕1우,KR700806K010,A00806K,12600.0,FALL,150.0,-0.0117647059,2912,36799250,15275698200.0,1.300
코오롱우,KR7002021004,A002025,20350.0,FALL,350.0,-0.0169082126,5541,114121650,21904536500.0,7.910
대상홀딩스우,KR7084691005,A084695,13700.0,FALL,250.0,-0.017921147,2856,39233000,12514703400.0,3.950
하이트진로홀딩스우,KR7000141002,A000145,20000.0,FALL,550.0,-0.0267639903,13386,273382300,9416200000.0,2.590
티와이홀딩스우,KR736328K013,A36328K,28200.0,FALL,800.0,-0.0275862069,12514,352030100,35400531600.0,1.600
흥국화재2우B,KR7000542001,A000547,30000.0,FALL,250.0,-0.0082644628,736,21925600,4608000000.0,0.570
흥국화재우,KR7000541003,A000545,11050.0,FALL,250.0,-0.0221238938,1517,16652550,8486400000.0,1.080
동양우,KR7001521004,A001525,10200.0,FALL,100.0,-0.0097087379,5784,59463150,6300856200.0,0.290
두산우,KR7000151001,A000155,71700.0,FALL,700.0,-0.0096685083,6277,449735800,286546325400.0,6.650
ESR켄달스퀘어리츠,KR7365550003,A365550,7280.0,FALL,100.0,-0.0135501355,99978,727769930,1042925520000.0,23.260
대교우B,KR7019681006,A019685,3595.0,FALL,50.0,-0.0137174211,98846,354543540,69840029050.0,4.720
녹십자홀딩스2우,KR7005252002,A005257,77500.0,FALL,1700.0,-0.0214646465,475,36896500,65564225000.0,0.120
SK바이오팜,KR7326030004,A326030,124500.0,FALL,1000.0,-0.0079681275,74004,9186346000,9749999625000.0,6.910
우리금융지주,KR7316140003,A316140,11200.0,FALL,100.0,-0.0088495575,541044,6033743550,8089398049600.0,25.780
GS,KR7078930005,A078930,43400.0,FALL,400.0,-0.0091324201,80721,3479347950,4032527405200.0,19.370
삼성생명,KR7032830002,A032830,75300.0,FALL,700.0,-0.0092105263,111949,8426391900,15060000000000.0,13.230
CJ,KR7001040005,A001040,100500.0,FALL,1000.0,-0.0098522167,34401,3453268600,2932288299000.0,17.620
삼성화재,KR7000810002,A000810,215500.0,FALL,2500.0,-0.0114678899,24146,5230707500,10209277373500.0,48.440
NAVER,KR7035420009,A035420,437500.0,FALL,5500.0,-0.0124153499,450960,196817836500,71865235312500.0,56.950
롯데지주,KR7004990008,A004990,38650.0,FALL,550.0,-0.0140306122,85318,3304910050,4054742010050.0,8.390
하나금융지주,KR7086790003,A086790,42150.0,FALL,650.0,-0.0151869159,612206,25714188100,12655202913300.0,68.120
포스코케미칼,KR7003670007,A003670,163500.0,FALL,3000.0,-0.018018018,225452,37221032500,12665236470000.0,8.260
신한지주,KR7055550008,A055550,37500.0,FALL,700.0,-0.0183246073,758958,28490627150,19372483275000.0,60.290
대웅,KR7003090008,A003090,36750.0,FALL,700.0,-0.0186915888,106644,3932870700,2136717765000.0,3.540
두산밥캣,KR7241560002,A241560,45600.0,FALL,900.0,-0.0193548387,141350,6460993750,4571361969600.0,26.050
카카오,KR7035720002,A035720,151000.0,FALL,3000.0,-0.0194805195,4088732,616369878000,67113494730000.0,31.850
삼익악기,KR7002450005,A002450,1870.0,FALL,15.0,-0.0079575597,109778,204734850,169292811050.0,3.570
갤럭시아에스엠,KR7011420007,A011420,1870.0,FALL,15.0,-0.0079575597,43293,80360270,51517834280.0,3.970
DB,KR7012030003,A012030,1235.0,FALL,10.0,-0.0080321285,988182,1205285630,248449807255.0,2.650
비케이탑스,KR7030790000,A030790,9850.0,FALL,80.0,-0.0080563948,57629,564387510,129309312650.0,0.530
동성케미컬,KR7102260007,A102260,6140.0,FALL,50.0,-0.0080775444,24449,149685800,305094929920.0,4.010
진흥기업,KR7002780005,A002780,2450.0,FALL,20.0,-0.008097166,533167,1297580220,356405775250.0,1.240
비상교육,KR7100220003,A100220,12200.0,FALL,100.0,-0.0081300813,174910,2124851450,158560240200.0,5.450
조선선재,KR7120030002,A120030,121500.0,FALL,1000.0,-0.0081632653,1767,212836500,152804596500.0,1.280
일성건설,KR7013360003,A013360,3950.0,FALL,35.0,-0.008782936,372991,1472472390,213398276000.0,64.640
에이플러스에셋,KR7244920005,A244920,11150.0,FALL,100.0,-0.0088888889,124228,1379710450,252075776950.0,0.870
TYM,KR7002900009,A002900,2050.0,FALL,20.0,-0.0096618357,834490,1707028250,289797725200.0,2.780
코오롱,KR7002020006,A002020,30650.0,FALL,300.0,-0.0096930533,22246,679092550,386999956900.0,11.810
디와이,KR7013570007,A013570,6130.0,FALL,60.0,-0.0096930533,64344,391752560,161339350290.0,11.150
퍼시스,KR7016800005,A016800,35650.0,FALL,350.0,-0.0097222222,2030,72515300,409975000000.0,19.920
케이탑리츠,KR7145270005,A145270,1510.0,FALL,15.0,-0.0098360656,203611,307155385,69798431770.0,12.970
코아스,KR7071950000,A071950,1500.0,FALL,15.0,-0.0099009901,162036,242970705,46360815000.0,3.920
계룡건설,KR7013580006,A013580,34500.0,FALL,350.0,-0.0100430416,20639,708376150,308116291500.0,24.250
에넥스,KR7011090008,A011090,2955.0,FALL,30.0,-0.0100502513,678127,1996791015,177275299155.0,0.870
대현,KR7016090003,A016090,2950.0,FALL,30.0,-0.0100671141,171808,505947095,130632814500.0,8.710
한신공영,KR7004960001,A004960,24550.0,FALL,250.0,-0.0100806452,8802,215436550,284060734100.0,13.950
한솔홀딩스,KR7004150009,A004150,4375.0,FALL,45.0,-0.0101809955,68904,301439460,183787524375.0,14.880
하이골드3호,KR7153360003,A153360,1925.0,FALL,20.0,-0.0102827763,868,1678970,31088345750.0,0.000
SBS미디어홀딩스,KR7101060002,A101060,2385.0,FALL,25.0,-0.010373444,705291,1673132860,333652413150.0,2.290
화천기공,KR7000850008,A000850,37850.0,FALL,400.0,-0.0104575163,867,32862700,83270000000.0,8.660
조광피혁,KR7004700001,A004700,56300.0,FALL,600.0,-0.0105448155,1121,62611500,374346469400.0,0.410
예스코홀딩스,KR7015360001,A015360,37100.0,FALL,400.0,-0.0106666667,740,27460350,222600000000.0,14.980
신세계 I&C,KR7035510007,A035510,183500.0,FALL,2000.0,-0.0107816712,2916,533560000,315620000000.0,2.950
STX중공업,KR7071970008,A071970,7300.0,FALL,80.0,-0.0108401084,208821,1515683920,207071624800.0,0.000
HDC아이콘트롤스,KR7039570007,A039570,13500.0,FALL,150.0,-0.010989011,12182,163624800,222210000000.0,2.910
농심홀딩스,KR7072710007,A072710,80300.0,FALL,900.0,-0.0110837438,2141,171871300,372414537000.0,2.840
삼익THK,KR7004380002,A004380,13200.0,FALL,150.0,-0.0112359551,16917,221682900,277200000000.0,34.510
미원홀딩스,KR7107590002,A107590,129000.0,FALL,1500.0,-0.0114942529,1202,155253500,299280000000.0,0.950
유니켐,KR7011330008,A011330,1660.0,FALL,20.0,-0.0119047619,65322,108222000,114059169380.0,3.260
방림,KR7003610003,A003610,2465.0,FALL,30.0,-0.0120240481,34644,84695245,104304231850.0,0.880
AJ네트웍스,KR7095570008,A095570,6520.0,FALL,80.0,-0.0121212121,391217,2597151640,305281363400.0,11.550
샘표,KR7007540008,A007540,56700.0,FALL,700.0,-0.012195122,3129,177000100,163057860000.0,6.540
하이트진로홀딩스,KR7000140004,A000140,16150.0,FALL,200.0,-0.0122324159,21174,340695100,374789254750.0,5.090
KTcs,KR7058850009,A058850,3215.0,FALL,40.0,-0.0122887865,221333,713091480,137232275000.0,8.860
성창기업지주,KR7000180000,A000180,2805.0,FALL,35.0,-0.0123239437,140079,390772270,195653238000.0,2.580
시디즈,KR7134790005,A134790,71700.0,FALL,900.0,-0.0123966942,1130,81289000,143400000000.0,2.390
퍼스텍,KR7010820009,A010820,2755.0,FALL,35.0,-0.0125448029,187660,513083270,132409322300.0,4.000
우신시스템,KR7017370008,A017370,5510.0,FALL,70.0,-0.0125448029,33588,186326250,100910437540.0,1.120
성신양회,KR7004980009,A004980,11800.0,FALL,150.0,-0.0125523013,89796,1055246200,289289661400.0,4.790
에이리츠,KR7140910001,A140910,11750.0,FALL,150.0,-0.012605042,27547,320525900,49554332500.0,2.120
대덕,KR7008060006,A008060,7830.0,FALL,100.0,-0.0126103405,143944,1129505590,265359874500.0,8.200
한미글로벌,KR7053690004,A053690,11700.0,FALL,150.0,-0.0126582278,51263,594349050,128203335000.0,3.550
화천기계,KR7010660009,A010660,2720.0,FALL,35.0,-0.0127041742,56404,152445125,59840000000.0,3.730
코스맥스비티아이,KR7044820009,A044820,18950.0,FALL,250.0,-0.0130208333,8035,152234900,181994302950.0,5.190
대상홀딩스,KR7084690007,A084690,11300.0,FALL,150.0,-0.0131004367,28282,321074400,409201679400.0,4.450
제일연마,KR7001560002,A001560,8180.0,FALL,110.0,-0.0132689988,5405,43967020,81800000000.0,4.950
제일파마홀딩스,KR7002620003,A002620,22000.0,FALL,300.0,-0.0134529148,3586,78858850,351413810000.0,9.870
지투알,KR7035000009,A035000,6540.0,FALL,90.0,-0.0135746606,15438,100972710,108350854860.0,32.890
용평리조트,KR7070960000,A070960,5710.0,FALL,80.0,-0.0138169257,58984,337006650,274841331430.0,2.470
흥국화재,KR7000540005,A000540,4280.0,FALL,60.0,-0.0138248848,31600,134986190,274958520600.0,2.260
모두투어리츠,KR7204210009,A204210,4250.0,FALL,60.0,-0.0139211137,6511,27667155,33263963750.0,1.260
TBH글로벌,KR7084870005,A084870,2750.0,FALL,40.0,-0.0143369176,82097,225696145,57356252250.0,3.240
일정실업,KR7008500001,A008500,20500.0,FALL,300.0,-0.0144230769,208,4297000,24600000000.0,1.090
삼성출판사,KR7068290006,A068290,40900.0,FALL,600.0,-0.0144578313,25398,1036592600,409000000000.0,0.760
일신방직,KR7003200003,A003200,102000.0,FALL,1500.0,-0.0144927536,1916,194868000,244800000000.0,8.900
까뮤이앤씨,KR7013700000,A013700,2695.0,FALL,40.0,-0.0146252285,182949,491205845,121685394600.0,2.830
전방,KR7000950006,A000950,40350.0,FALL,600.0,-0.0146520147,350,13993650,67788000000.0,0.610
KTis,KR7058860008,A058860,3015.0,FALL,45.0,-0.0147058824,195480,589399330,104928030000.0,7.880
한일홀딩스,KR7003300001,A003300,13350.0,FALL,200.0,-0.0147601476,4583,61200600,384690663000.0,3.250
티웨이홀딩스,KR7004870002,A004870,1320.0,FALL,20.0,-0.0149253731,105824,138187870,102243342960.0,1.310
동양,KR7001520006,A001520,1950.0,FALL,30.0,-0.0151515152,1120948,2190942675,465433922850.0,6.400
대림통상,KR7006570006,A006570,4225.0,FALL,65.0,-0.0151515152,32028,133481640,64325625000.0,2.040
디와이파워,KR7210540001,A210540,15700.0,FALL,250.0,-0.0156739812,27457,430659650,173354815600.0,8.970
이월드,KR7084680008,A084680,3450.0,FALL,55.0,-0.0156918688,417596,1428172990,376148035200.0,1.510
아세아,KR7002030005,A002030,124000.0,FALL,2000.0,-0.0158730159,1270,157190500,271686976000.0,5.080
메타랩스,KR7090370008,A090370,1240.0,FALL,20.0,-0.0158730159,182736,226637000,81076548120.0,0.000
CS홀딩스,KR7000590000,A000590,67900.0,FALL,1100.0,-0.015942029,1915,130248300,78389327800.0,3.320
삼화왕관,KR7004450003,A004450,45000.0,FALL,750.0,-0.0163934426,210,9544300,96947055000.0,7.800
한국종합기술,KR7023350002,A023350,9450.0,FALL,160.0,-0.0166493236,118149,1114914980,103477500000.0,0.760
대교,KR7019680008,A019680,4870.0,FALL,85.0,-0.0171543895,75120,365967045,412502879500.0,4.150
계양전기,KR7012200002,A012200,5410.0,FALL,100.0,-0.0181488203,791257,4266103930,176366000000.0,3.800
아시아나IDT,KR7267850006,A267850,21600.0,FALL,400.0,-0.0181818182,39766,854921650,239760000000.0,0.400
태경비케이,KR7014580005,A014580,5230.0,FALL,100.0,-0.0187617261,352438,1846222810,144259613000.0,1.020
한국석유,KR7004090007,A004090,15000.0,FALL,300.0,-0.0196078431,49280,741363400,190411800000.0,0.630
벽산,KR7007210008,A007210,4330.0,FALL,90.0,-0.020361991,617987,2664368605,296864800000.0,4.350
씨아이테크,KR7004920005,A004920,1180.0,FALL,25.0,-0.020746888,181694,214726960,47143028420.0,1.250
대동,KR7000490003,A000490,11600.0,FALL,250.0,-0.0210970464,146315,1699121900,275247236000.0,3.370
스카이라이프,KR7053210001,A053210,11450.0,FALL,250.0,-0.0213675214,54912,625936800,547561510700.0,15.490
크라운해태홀딩스,KR7005740006,A005740,10750.0,FALL,250.0,-0.0227272727,7449,80235750,159608980250.0,3.290
신영와코루,KR7005800008,A005800,112500.0,FALL,3000.0,-0.025974026,1002,113206000,101250000000.0,26.530
신라교역,KR7004970000,A004970,12600.0,FALL,350.0,-0.027027027,9742,123479100,201600000000.0,3.460
원림,KR7005820006,A005820,27550.0,FALL,950.0,-0.0333333333,4486,123880600,63309073500.0,1.650
기신정기,KR7092440007,A092440,5160.0,FALL,180.0,-0.0337078652,72121,374265640,150672000000.0,66.390
SIMPAC,KR7009160003,A009160,6550.0,FALL,230.0,-0.0339233038,711159,4657932050,428563329800.0,7.310
한국주강,KR7025890005,A025890,2955.0,FALL,110.0,-0.0358890701,398423,1178230860,33418860345.0,4.450
세아제강지주,KR7003030004,A003030,75000.0,FALL,3000.0,-0.0384615385,4167,314401800,310624275000.0,5.370
현대해상,KR7001450006,A001450,24950.0,FALL,200.0,-0.0079522863,263870,6554993450,2230530000000.0,28.200
우리종금,KR7010050003,A010050,991.0,FALL,8.0,-0.008008008,1733095,1714682157,866335575346.0,2.050
태영건설,KR7009410002,A009410,12350.0,FALL,100.0,-0.0080321285,42744,527199450,480403860300.0,11.350
LS,KR7006260004,A006260,68600.0,FALL,600.0,-0.0086705202,57205,3911255500,2208920000000.0,15.000
동양생명,KR7082640004,A082640,5320.0,FALL,50.0,-0.009310987,30986,164230710,858427672200.0,83.280
BNK금융지주,KR7138930003,A138930,7430.0,FALL,70.0,-0.0093333333,556232,4119826850,2421698877780.0,38.360
코리안리,KR7003690005,A003690,9440.0,FALL,90.0,-0.0094438615,87976,831549690,1136284455040.0,30.420
JB금융지주,KR7175330000,A175330,7160.0,FALL,70.0,-0.0096818811,111907,797366210,1410397521040.0,40.850
DL건설,KR7001880004,A001880,34800.0,FALL,350.0,-0.0099573257,21414,742042400,767454283200.0,1.760
제일기획,KR7030000004,A030000,24550.0,FALL,250.0,-0.0100806452,101341,2480351950,2824262073750.0,33.920
NICE,KR7034310003,A034310,18900.0,FALL,200.0,-0.0104712042,30762,580788250,715975470000.0,22.210
HDC현대산업개발,KR7294870001,A294870,31600.0,FALL,350.0,-0.0109546166,184367,5808105850,2082671628000.0,11.660
다우기술,KR7023590003,A023590,26950.0,FALL,300.0,-0.0110091743,69695,1876276200,1209155328150.0,21.720
한세실업,KR7105630008,A105630,21400.0,FALL,250.0,-0.0115473441,115305,2471311900,856000000000.0,10.560
DL,KR7000210005,A000210,79500.0,FALL,1000.0,-0.0124223602,30053,2396035800,1665992778000.0,16.110
BGF,KR7027410000,A027410,6230.0,FALL,80.0,-0.0126782884,74874,467061250,596315607930.0,5.890
SK렌터카,KR7068400001,A068400,14800.0,FALL,200.0,-0.0133333333,55828,821913550,699830432000.0,0.580
롯데관광개발,KR7032350001,A032350,20500.0,FALL,300.0,-0.0144230769,291744,5976788850,1420151071000.0,6.780
한화생명,KR7088350004,A088350,3380.0,FALL,50.0,-0.0145772595,1619095,5431791575,2935631400000.0,7.230
영원무역홀딩스,KR7009970005,A009970,46850.0,FALL,750.0,-0.0157563025,4702,220370000,638827485200.0,20.350
화승엔터프라이즈,KR7241590009,A241590,17200.0,FALL,300.0,-0.0171428571,81156,1411598150,1041745124400.0,3.170
코오롱글로벌,KR7003070000,A003070,22800.0,FALL,400.0,-0.0172413793,15902,361972900,574797986400.0,2.510
한섬,KR7020000006,A020000,38950.0,FALL,750.0,-0.0188916877,29004,1132183050,959338500000.0,28.360
아이에스동서,KR7010780005,A010780,54500.0,FALL,1100.0,-0.0197841727,39014,2130662300,1683647027000.0,4.580
효성,KR7004800009,A004800,119000.0,FALL,2500.0,-0.0205761317,45368,5402101000,2507451975000.0,9.590
두산,KR7000150003,A000150,105500.0,FALL,2500.0,-0.0231481481,42306,4499266500,1743264592500.0,10.860
티와이홀딩스,KR7363280009,A363280,32350.0,FALL,1100.0,-0.0328849028,88311,2876561450,1299551745250.0,6.200
핸즈코퍼레이션,KR7143210003,A143210,6210.0,FALL,50.0,-0.0079872204,19374,119276860,135770894280.0,0.500
한국조선해양,KR7009540006,A009540,122000.0,FALL,1000.0,-0.0081300813,107576,13056959000,8634320152000.0,17.630
삼성중공우,KR7010141000,A010145,293000.0,FALL,2500.0,-0.0084602369,364,105828000,33649585000.0,2.580
모토닉,KR7009680000,A009680,11650.0,FALL,100.0,-0.0085106383,9615,111139550,384450000000.0,10.880
SNT중공업,KR7003570009,A003570,10750.0,FALL,100.0,-0.0092165899,11308,121146800,357466492750.0,7.980
케이비아이동국실업,KR7001620004,A001620,1070.0,FALL,10.0,-0.0092592593,487957,517020285,93323235390.0,2.230
새론오토모티브,KR7075180000,A075180,6880.0,FALL,70.0,-0.0100719424,6607,45297330,132096000000.0,67.850
화승알앤에이,KR7378850002,A378850,5890.0,FALL,60.0,-0.0100840336,42299,247780510,111872439470.0,1.480
덕양산업,KR7024900003,A024900,3785.0,FALL,40.0,-0.0104575163,99174,373776080,123258449300.0,0.660
센트랄모텍,KR7308170000,A308170,27300.0,FALL,300.0,-0.0108695652,21489,582848950,235053000000.0,0.440
부산주공,KR7005030002,A005030,626.0,FALL,7.0,-0.0110584518,56608,35255457,35587797642.0,2.690
지엠비코리아,KR7013870001,A013870,7000.0,FALL,90.0,-0.0126939351,31922,223310810,133505960000.0,55.790
화신,KR7010690006,A010690,9670.0,FALL,130.0,-0.0132653061,390113,3728394210,337680364700.0,2.060
체시스,KR7033250002,A033250,1775.0,FALL,25.0,-0.0138888889,265858,468502550,56800000000.0,1.490
태양금속,KR7004100004,A004100,1650.0,FALL,25.0,-0.0149253731,101909,168024500,60555000000.0,1.920
대우부품,KR7009320003,A009320,2635.0,FALL,40.0,-0.014953271,441435,1172306705,125548198125.0,1.900
대우조선해양,KR7042660001,A042660,32250.0,FALL,500.0,-0.0152671756,108895,3508867250,3460124075250.0,7.220
현대미포조선,KR7010620003,A010620,77100.0,FALL,1200.0,-0.0153256705,116468,8964378000,3079539687900.0,9.840
삼성중공업,KR7010140002,A010140,6340.0,FALL,100.0,-0.0155279503,2244237,14252297400,3994200000000.0,13.790
SJM,KR7123700007,A123700,5380.0,FALL,90.0,-0.0164533821,39653,211945210,83954351240.0,13.300
대창단조,KR7015230006,A015230,8570.0,FALL,150.0,-0.0172018349,46175,397003720,122432005550.0,8.030
명신산업,KR7009900002,A009900,30750.0,FALL,550.0,-0.017571885,211072,6457416100,1613456589750.0,1.100
유성기업,KR7002920007,A002920,3715.0,FALL,75.0,-0.0197889182,48031,177449800,96394962500.0,15.220
영화금속,KR7012280004,A012280,2375.0,FALL,65.0,-0.0266393443,1415866,3356651130,126811949375.0,0.390
SG글로벌,KR7001380005,A001380,3255.0,FALL,95.0,-0.028358209,221963,723506730,146358285465.0,2.660
태원물산,KR7001420009,A001420,5740.0,FALL,180.0,-0.0304054054,46821,267807400,43624000000.0,5.870
평화홀딩스,KR7010770006,A010770,5120.0,FALL,180.0,-0.0339622642,19487,99838465,74882385920.0,16.170
대유에이텍,KR7002880003,A002880,1525.0,FALL,60.0,-0.0378548896,4028160,6172298395,169985544775.0,0.910
한진,KR7002320000,A002320,41450.0,FALL,350.0,-0.0083732057,14403,595142300,619579180600.0,11.730
한국공항,KR7005430004,A005430,46400.0,FALL,400.0,-0.0085470085,3411,158050450,146918872000.0,5.170
티웨이항공,KR7091810002,A091810,3785.0,FALL,40.0,-0.0104575163,254915,959632575,417600106015.0,0.390
대한해운,KR7005880000,A005880,3300.0,FALL,40.0,-0.0119760479,1344146,4435703120,1053285618000.0,3.880
대한항공우,KR7003491008,A003495,40300.0,FALL,500.0,-0.012254902,3404,136637400,44764998200.0,2.060
CJ대한통운,KR7000120006,A000120,181000.0,FALL,2500.0,-0.0136239782,8690,1573974000,4129034264000.0,23.100
세방,KR7004360004,A004360,14100.0,FALL,200.0,-0.013986014,45341,636125200,272252529000.0,5.260
KCTC,KR7009070004,A009070,8280.0,FALL,120.0,-0.0142857143,367453,3053225820,248400000000.0,0.380
한진칼,KR7180640005,A180640,63900.0,FALL,1000.0,-0.0154083205,32470,2087138900,4264510402800.0,14.970
천일고속,KR7000650002,A000650,73300.0,FALL,1200.0,-0.0161073826,323,23726200,104761826000.0,0.520
제주항공,KR7089590004,A089590,23100.0,FALL,450.0,-0.0191082803,124842,2872159400,889341106500.0,0.840
아시아나항공,KR7020560009,A020560,16600.0,FALL,400.0,-0.0235294118,1098607,18171744700,1235235282400.0,20.290
HMM,KR7011200003,A011200,42850.0,FALL,1050.0,-0.0239179954,2177045,93238314050,17371068067950.0,10.020
에어부산,KR7298690009,A298690,3300.0,FALL,95.0,-0.027982327,412250,1353815590,270831000000.0,0.430
SK네트웍스우,KR7001741008,A001745,118000.0,FALL,1000.0,-0.0084033613,17,2007500,13410464000.0,0.420
SK가스,KR7018670000,A018670,116000.0,FALL,1000.0,-0.0085470085,3659,422118500,1070708304000.0,6.130
유니퀘스트,KR7077500007,A077500,11200.0,FALL,100.0,-0.0088495575,104778,1159367850,306087320000.0,44.820
신세계,KR7004170007,A004170,277000.0,FALL,2500.0,-0.0089445438,16561,4583159500,2727115137000.0,28.490
현대그린푸드,KR7005440003,A005440,10100.0,FALL,100.0,-0.0098039216,85161,858982550,986815268200.0,10.110
호텔신라우,KR7008771008,A008775,89200.0,FALL,900.0,-0.0099889012,3000,268158700,67067606800.0,1.880
신세계인터내셔날,KR7031430002,A031430,191000.0,FALL,2000.0,-0.0103626943,11158,2135728500,1363740000000.0,5.420
GS리테일,KR7007070006,A007070,35650.0,FALL,400.0,-0.0110957004,168110,5985934300,3733193919300.0,13.300
경방,KR7000050005,A000050,13350.0,FALL,150.0,-0.0111111111,4747,63202150,365993854500.0,2.610
혜인,KR7003010006,A003010,7120.0,FALL,80.0,-0.0111111111,59539,422638660,90514758640.0,4.130
삼영무역,KR7002810000,A002810,16150.0,FALL,200.0,-0.0122324159,7606,122548450,298241210200.0,20.560
롯데하이마트,KR7071840003,A071840,35950.0,FALL,450.0,-0.0123626374,42432,1528221200,848697246400.0,9.050
현대코퍼레이션,KR7011760006,A011760,19650.0,FALL,250.0,-0.0125628141,36978,725429400,259949181900.0,7.300
LX인터내셔널,KR7001120005,A001120,29850.0,FALL,400.0,-0.0132231405,105083,3139177550,1156986000000.0,25.150
광주신세계,KR7037710001,A037710,185000.0,FALL,2500.0,-0.0133333333,270,49923000,296000000000.0,12.240
우리들휴브레인,KR7118000009,A118000,2005.0,FALL,30.0,-0.0147420147,270921,538626350,107388120800.0,0.820
대성산업,KR7128820008,A128820,5300.0,FALL,80.0,-0.0148698885,114005,600351820,239748033400.0,1.110
한창,KR7005110002,A005110,1625.0,FALL,25.0,-0.0151515152,1047997,1716797520,108534187125.0,1.930
일신석재,KR7007110000,A007110,2445.0,FALL,40.0,-0.0160965795,417066,1015483140,189381411450.0,1.850
교촌에프앤비,KR7339770000,A339770,21350.0,FALL,350.0,-0.0161290323,121958,2590983400,533377229000.0,0.320
DI동일,KR7001530005,A001530,238000.0,FALL,4000.0,-0.0165289256,23085,5605050500,597535890000.0,3.790
영원무역,KR7111770004,A111770,40000.0,FALL,700.0,-0.0171990172,43685,1751015050,1772458720000.0,27.300
롯데쇼핑,KR7023530009,A023530,112500.0,FALL,2000.0,-0.0174672489,24526,2764179500,3182484937500.0,10.530
SJM홀딩스,KR7025530007,A025530,4730.0,FALL,85.0,-0.0176531672,16180,76949250,70637857840.0,6.890
SK네트웍스,KR7001740000,A001740,6080.0,FALL,110.0,-0.0177705977,412029,2508683520,1508980893760.0,13.380
윌비스,KR7008600009,A008600,2315.0,FALL,45.0,-0.0190677966,692696,1600144010,152261976280.0,2.490
신성통상,KR7005390000,A005390,3235.0,FALL,65.0,-0.0196969697,9216224,30893249000,464896641650.0,5.330
LS네트웍스,KR7000680009,A000680,4425.0,FALL,95.0,-0.0210176991,235407,1044198585,348703345800.0,0.090
포스코인터내셔널,KR7047050000,A047050,22900.0,FALL,500.0,-0.0213675214,344902,7908740750,2825290912100.0,12.140
STX,KR7011810009,A011810,7360.0,FALL,170.0,-0.0225763612,46410,342772230,147702688000.0,0.280
한세엠케이,KR7069640001,A069640,12200.0,FALL,300.0,-0.024,288588,3568080500,157493728400.0,4.340
국동,KR7005320007,A005320,3410.0,FALL,90.0,-0.0257142857,363065,1244717445,182669123780.0,2.420
신일전자,KR7002700003,A002700,2770.0,FALL,105.0,-0.0365217391,58160892,166147253315,196801633170.0,2.200
대구백화점,KR7006370001,A006370,13500.0,FALL,550.0,-0.0391459075,14742,200102250,146091748500.0,0.690
인바이오젠,KR7101140002,A101140,4330.0,FALL,195.0,-0.0430939227,1670098,7279177490,223260849010.0,0.580
기업은행,KR7024110009,A024110,10200.0,FALL,100.0,-0.0097087379,429480,4367368800,7591865987400.0,12.840
제주은행,KR7006220008,A006220,6820.0,FALL,120.0,-0.0172910663,71950,489431820,219118238680.0,1.420
오리온,KR7271560005,A271560,118000.0,FALL,1000.0,-0.0084033613,30489,3608478500,4665263576000.0,39.000
하이트진로,KR7000080002,A000080,34900.0,FALL,300.0,-0.0085227273,157616,5488508000,2447663023900.0,5.750
삼양사우,KR7145991006,A145995,45800.0,FALL,400.0,-0.0086580087,68,3117600,16949206000.0,6.360
CJ씨푸드,KR7011150000,A011150,4860.0,FALL,45.0,-0.0091743119,351458,1699885730,174623556780.0,0.810
선진,KR7136490000,A136490,16000.0,FALL,150.0,-0.0092879257,24931,399256650,380473664000.0,14.580
고려산업,KR7002140002,A002140,4220.0,FALL,40.0,-0.0093896714,84983,355519350,105244373500.0,1.030
대상우,KR7001681006,A001685,20700.0,FALL,200.0,-0.009569378,1579,32808950,28363616100.0,10.010
우성사료,KR7006980007,A006980,35550.0,FALL,350.0,-0.0097493036,6243,221729450,109849500000.0,3.710
마니커,KR7027740000,A027740,705.0,FALL,8.0,-0.0112201964,754799,532004791,139923178770.0,2.250
서울식품,KR7004410007,A004410,423.0,FALL,5.0,-0.011682243,6659948,2821536930,155649570624.0,1.730
무학,KR7033920000,A033920,8360.0,FALL,100.0,-0.011820331,15794,131444340,238260000000.0,14.940
남양유업우,KR7003921004,A003925,374500.0,FALL,4500.0,-0.0118733509,162,59743000,62414919000.0,67.150
SPC삼립,KR7005610001,A005610,82500.0,FALL,1000.0,-0.0119760479,3384,279388600,711893242500.0,3.390
대한제당,KR7001790005,A001790,3175.0,FALL,40.0,-0.0124416796,148990,473101250,284786641500.0,2.170
